;purchease_cat;rmw_cat;description
2679;Légumes;EPICERIE_SALEE;BIO NAVET BQ 500G
2680;Epicerie Sucrée;EPICERIE_SUCREE;RIZ AU LAIT VANILL
2681;Épicerie Salée;EPICERIE_SUCREE;90G CUPS TERIYAKI
2682;Épicerie Salée;EPICERIE_SALEE;TOFIE BARILLA
2683;Produits Laitiers, Lait, Oeufs;PRODUITS_LAITIERS_LAIT_OEUFS;SPEC LAIT CREM CRF
2684;Légumes;EPICERIE_SUCREE;350G SUCRINE COEUR
2685;Produits Laitiers, Lait, Oeufs;EPICERIE_SUCREE;3X20CL CREME UHT
2686;Viande;EPICERIE_SUCREE;SAUCISSON SEC
2687;Épicerie Salée;EPICERIE_SUCREE;1/2 OLIVE FARCIES
2688;Épicerie Salée;EPICERIE_SUCREE;4/4 HARICOT VERT
2689;Produits Laitiers, Lait, Oeufs;VIANDE;OEUFS PLEIN AIR
2690;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2691;Boulangerie;VIANDE;BAGUETTE CARREFOUR
2692;Poissonnerie;EPICERIE_SUCREE;MOULES MARINES CRF
2693;Viande;EPICERIE_SUCREE;ROTI*** VB CRF
2694;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2695;Boissons;BOISSONS;Eau de source
2696;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2697;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2698;Produits Laitiers, Lait, Oeufs;EPICERIE_SALEE;200G LE VIEUX PANE
2699;Epicerie Sucrée;PRODUITS_LAITIERS_LAIT_OEUFS;4X90G TIRAM CRF
2700;Boissons;HYGIENE_BEAUTE;6X1L EAU S ANTONIN
2701;Poissonnerie;EPICERIE_SALEE;AILE DE RAIE
2702;Boulangerie;BOISSONS;BAGUETTE CAMPAGNAR
2703;Produits Laitiers, Lait, Oeufs;EPICERIE_SALEE;NATURNES BOL PLASTIQUE PUREE 2 LEG PLT 200g
2704;Produits Surgelés;PRODUITS_SURGELES;MAGNUM BLANC/AMAND
2705;Epicerie Sucrée;VIANDE;MINI BEIGNET POMME
2706;Poissonnerie;VIANDE;PAV SAUMON A/P EQC
2707;Produits Surgelés;BOISSONS;POELEE LA POTAGERE
2708;Fruits;BOISSONS;RAISIN BLC DANLAS
2709;Poissonnerie;POISSONNERIE;SAUMON FUME ECOSSE
2710;Hygiène et Beauté;BOISSONS;50 BATONNETS CARF
2711;Hygiène et Beauté;BOISSONS;SERUM PHYSIOLOGIQ
2712;Epicerie Sucrée;HYGIENE_BEAUTE;1L SPE CAMPAGN LEN
2713;Viande;PLAT_PREPARE;BOEUF PRX ROND 6E
2714;Boulangerie;HYGIENE_BEAUTE;LA CHAMPETRE 950G
2715;Bébé;PETIT_DEJEUNER;PANTS PLUS NIGHT M
2716;Viande;EPICERIE_SALEE;10TR BACON SEL RED
2717;Bébé;PLAT_PREPARE;2X200G PDT/BF/TOM
2718;Epicerie Sucrée;PETIT_DEJEUNER;400G CEREAL CACAO
2719;Bébé;BOISSONS;4X100 BISC POMM PE
2720;Bébé;FRUITS;4X100G POM KIWI AN
2721;Bébé;FRUITS;4X100G POM MANG PA
2722;Légumes;BOISSONS;YGUR
2723;Boulangerie;VIANDE;BAGUETTE CARREFOUR
2724;Bébé;VIANDE;BLEDINA MINI LACTE
2725;Bébé;FRUITS;BLEDINER LT/POIR/P
2726;Épicerie Salée;BOISSONS;FROMAGE BLC FONDU
2727;Viande;BOISSONS;IDM COU PTE MERLU
2728;Fruits;BOISSONS;LEMIEL MILUMEL 2EM
2729;Animaux;BOISSONS;MARKIES TRIO PEDIG
2730;Bébé;EPICERIE_SALEE;PT REC POT AU FEU
2731;Produits Laitiers, Lait, Oeufs;BOISSONS;RED TRCH CHEDDAR
2732;Viande;BOISSONS;STEACK HACH 2X125G
2733;Produits Laitiers, Lait, Oeufs;EPICERIE_SUCREE;VACHE QUI RIT X 8
2734;Fruits;BOISSONS;X46 CHANGES BB PR
2735;Légumes;PRODUITS_LAITIERS_LAIT_OEUFS;X72 LINGET AU LAIT
2736;Produits Laitiers, Lait, Oeufs;BOISSONS;ATTACHE SUCETTE X2
2737;Viande;HYGIENE_BEAUTE;TASSE ANTI FUITE
2738;Légumes;BOISSONS;Divers
2739;Légumes;BOISSONS;Divers
2740;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2741;Boissons;BOISSONS;Eau de source
2742;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2743;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2744;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2745;Boissons;BOISSONS;Eau de source
2746;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2747;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
2748;Produits Laitiers, Lait, Oeufs;EPICERIE_SUCREE;200G SCE BEUR BLC
2749;Produits Surgelés;PRODUITS_SURGELES;4 BAT MAGNUM DBLE
2750;Epicerie Sucrée;PRODUITS_LAITIERS_LAIT_OEUFS;4X90G TIRAM CRF
2751;Boulangerie;BOISSONS;BAGUETTE 250G
2752;Produits Laitiers, Lait, Oeufs;BOISSONS;BEURRE ISIGNY
2753;Poissonnerie;BOISSONS;DOS CABILLAUD MSC
2754;Produits Surgelés;BOISSONS;POELEE LA POTAGERE
2755;Fruits;VIANDE;RAISIN ROSE VRAC
2756;Viande;BOISSONS;SCISSES MONTBELIAR
2757;Légumes;BOISSONS;EMV EUR
2758;Boissons;BOISSONS;Bianco, boisson aromatisée blanc
2759;Boissons;BOISSONS;Eau de source
2760;Hygiène et Beauté;HYGIENE_BEAUTE;6X XTREME3 P SENSI
2761;Hygiène et Beauté;BOISSONS;X72 LINGET EAU NET
